agent_name,inventory,backlog,placed_order,weekly_cost
Wholesaler,279,38,0,526
Retailer,81,0,57,75
Distributor,402,0,0,465
Wholesaler,241,57,0,389
Retailer,75,0,41,86
Distributor,465,0,0,465
Wholesaler,184,41,0,143
Retailer,86,0,0,126
Distributor,465,0,0,465
Wholesaler,143,0,0,143
Retailer,126,0,0,138
Distributor,465,0,0,465
Wholesaler,143,0,0,253
Retailer,138,0,22,108
Distributor,465,0,0,470
Wholesaler,143,22,1,301
Retailer,108,0,36,86
Distributor,465,1,0,719
Wholesaler,121,36,51,335
Retailer,86,0,50,79
Distributor,464,51,0,983
Wholesaler,85,50,114,171
Retailer,79,0,27,94
Distributor,413,114,0,634
Wholesaler,36,27,67,80
Retailer,94,0,4,120
Distributor,299,67,0,232
Wholesaler,60,4,0,215
Retailer,120,0,9,119
Distributor,232,0,0,232
Wholesaler,170,9,0,453
Retailer,119,0,45,89
Distributor,232,0,0,232
Wholesaler,228,45,0,393
Retailer,89,0,42,78
Distributor,232,0,0,237
Wholesaler,183,42,1,316
Retailer,78,0,35,94
Distributor,232,1,0,376
Wholesaler,141,35,29,106
Retailer,94,0,0,121
Distributor,231,29,0,202
Wholesaler,106,0,0,137
Retailer,121,0,6,125
Distributor,202,0,0,202
Wholesaler,107,6,0,225
Retailer,125,0,19,103
Distributor,202,0,0,242
Wholesaler,130,19,8,316
Retailer,103,0,41,84
Distributor,202,8,0,549
Wholesaler,111,41,71,385
Retailer,84,0,63,70
Distributor,194,71,48,863
Wholesaler,70,63,148,210
Retailer,70,0,39,86
Distributor,123,148,223,585
Wholesaler,15,39,92,92
Retailer,86,0,9,120
Distributor,0,117,148,345
Wholesaler,47,9,0,161
Retailer,120,0,0,141
Distributor,0,69,138,31
Wholesaler,161,0,0,289
Retailer,141,0,16,117
Distributor,31,0,0,131
Wholesaler,209,16,0,527
Retailer,117,0,53,82
Distributor,131,0,0,231
Wholesaler,262,53,0,449
Retailer,82,0,48,75
Distributor,231,0,0,331
Wholesaler,209,48,0,261
Retailer,75,0,20,104
Distributor,331,0,0,431
Wholesaler,161,20,0,141
Retailer,104,0,0,129
Distributor,431,0,0,440
Wholesaler,141,0,0,156
Retailer,129,0,3,123
Distributor,440,0,0,440
Wholesaler,141,3,0,203
Retailer,123,0,13,105
Distributor,440,0,0,440
Wholesaler,138,13,0,415
Retailer,105,0,58,75
Distributor,440,0,0,895
Wholesaler,125,58,91,327
Retailer,75,0,52,68
Distributor,440,91,0,1034
Wholesaler,67,52,137,45
Retailer,68,0,6,110
Distributor,349,137,25,242
Wholesaler,15,6,6,100
Retailer,110,0,0,145
Distributor,212,6,0,206
Wholesaler,100,0,0,302
Retailer,145,0,13,119
Distributor,206,0,0,231
Wholesaler,237,13,0,365
Retailer,119,0,27,96
Distributor,231,0,0,231
Wholesaler,230,27,0,348
Retailer,96,0,29,90
Distributor,231,0,0,231
Wholesaler,203,29,0,259
Retailer,90,0,17,100
Distributor,231,0,0,231
Wholesaler,174,17,0,252
Retailer,100,0,19,105
Distributor,231,0,0,231
Wholesaler,157,19,0,378
Retailer,105,0,48,87
Distributor,231,0,0,521
Wholesaler,138,48,58,380
Retailer,87,0,58,74
Distributor,231,58,0,803
Wholesaler,90,58,126,132
Retailer,74,0,20,101
Distributor,173,126,179,297
Wholesaler,32,20,50,70
Retailer,101,0,0,141
Distributor,47,50,147,15
Wholesaler,70,0,0,201
Retailer,141,0,1,130
Distributor,0,3,6,97
Wholesaler,196,1,0,432
Retailer,130,0,38,96
Distributor,97,0,0,197
Wholesaler,242,38,0,512
Retailer,96,0,61,68
Distributor,197,0,0,372
Wholesaler,207,61,15,266
Retailer,68,0,24,91
Distributor,297,15,0,324
Wholesaler,146,24,2,202
Retailer,91,0,16,118
Distributor,314,2,0,312
Wholesaler,122,16,0,201
Retailer,118,0,16,113
Distributor,312,0,0,357
Wholesaler,121,16,9,202
Retailer,113,0,19,105
Distributor,312,9,0,458
Wholesaler,107,19,31,203
Retailer,105,0,23,99
Distributor,303,31,0,517
Wholesaler,88,23,49,154
Retailer,99,0,16,101
Distributor,272,49,0,358
Wholesaler,74,16,27,139
Retailer,101,0,10,107
Distributor,223,27,0,196
Wholesaler,89,10,0,333
Retailer,107,0,41,91
Distributor,196,0,0,331
Wholesaler,128,41,27,269
Retailer,91,0,31,85
Distributor,100,0,0,100
Wholesaler,100,0,0,450
Retailer,100,0,70,65
Distributor,100,0,0,800
Wholesaler,100,70,140,525
Retailer,65,0,99,33
Distributor,100,140,200,850
Wholesaler,30,99,130,590
Retailer,33,0,49,77
Distributor,0,170,100,1850
Wholesaler,0,118,200,205
Retailer,77,0,23,92
Distributor,0,370,200,1850
Wholesaler,0,41,100,205
Retailer,92,0,0,174
Distributor,0,370,200,1760
Wholesaler,0,41,82,59
Retailer,174,0,0,158
Distributor,0,352,200,1260
Wholesaler,59,0,0,159
Retailer,158,0,0,176
Distributor,0,252,200,760
Wholesaler,159,0,0,259
Retailer,176,0,0,149
Distributor,0,152,200,260
Wholesaler,259,0,0,359
Retailer,149,0,0,129
Distributor,0,52,104,48
Wholesaler,359,0,0,594
Retailer,129,0,27,101
Distributor,48,0,0,148
Wholesaler,459,27,0,699
Retailer,101,0,43,79
Distributor,148,0,0,248
Wholesaler,484,43,0,731
Retailer,79,0,58,74
Distributor,248,0,0,348
Wholesaler,441,58,0,578
Retailer,74,0,39,89
Distributor,348,0,0,448
Wholesaler,383,39,0,459
Retailer,89,0,23,112
Distributor,448,0,0,548
Wholesaler,344,23,0,346
Retailer,112,0,5,123
Distributor,548,0,0,648
Wholesaler,321,5,0,336
Retailer,123,0,4,121
Distributor,648,0,0,748
Wholesaler,316,4,0,442
Retailer,121,0,26,100
Distributor,748,0,0,848
Wholesaler,312,26,0,546
Retailer,100,0,52,76
Distributor,848,0,0,852
Wholesaler,286,52,0,404
Retailer,76,0,34,84
Distributor,852,0,0,852
Wholesaler,234,34,0,270
Retailer,84,0,14,111
Distributor,852,0,0,852
Wholesaler,200,14,0,301
Retailer,111,0,23,111
Distributor,852,0,0,852
Wholesaler,186,23,0,338
Retailer,111,0,35,95
Distributor,852,0,0,887
Wholesaler,163,35,7,378
Retailer,95,0,50,84
Distributor,852,7,0,1205
Wholesaler,128,50,72,253
Retailer,84,0,35,92
Distributor,845,72,0,1198
Wholesaler,78,35,85,140
Retailer,92,0,18,112
Distributor,773,85,0,758
Wholesaler,50,18,14,159
Retailer,112,0,11,118
Distributor,688,14,0,674
Wholesaler,104,11,0,268
Retailer,118,0,18,109
Distributor,674,0,0,674
Wholesaler,178,18,0,604
Retailer,109,0,86,67
Distributor,674,0,0,1164
Wholesaler,174,86,98,433
Retailer,67,0,69,58
Distributor,674,98,0,1326
Wholesaler,88,69,150,19
Retailer,58,0,0,127
Distributor,576,150,0,426
Wholesaler,19,0,0,117
Retailer,127,0,0,171
Distributor,426,0,0,426
Wholesaler,117,0,0,267
Retailer,171,0,0,152
Distributor,426,0,0,426
Wholesaler,267,0,0,337
Retailer,152,0,14,119
Distributor,426,0,0,426
Wholesaler,267,14,0,318
Retailer,119,0,13,103
Distributor,426,0,0,426
Wholesaler,253,13,0,375
Retailer,103,0,27,95
Distributor,426,0,0,426
Wholesaler,240,27,0,323
Retailer,95,0,22,93
Distributor,426,0,0,426
Wholesaler,213,22,0,371
Retailer,93,0,36,92
Distributor,426,0,0,426
Wholesaler,191,36,0,305
Retailer,92,0,30,92
Distributor,426,0,0,451
Wholesaler,155,30,5,205
Retailer,92,0,16,106
Distributor,426,5,0,456
Wholesaler,125,16,7,159
Retailer,106,0,10,113
Distributor,421,7,0,444
Wholesaler,109,10,6,239
Retailer,113,0,27,101
Distributor,414,6,0,623
Wholesaler,104,27,43,349
Retailer,101,0,53,79
Distributor,408,43,0,945
Wholesaler,84,53,116,337
Retailer,79,0,60,73
Distributor,365,116,0,949
Wholesaler,37,60,140,50
Retailer,73,0,6,110
Distributor,249,140,131,109
Wholesaler,20,6,0,130
Retailer,110,0,0,144
Distributor,109,0,0,109
Wholesaler,130,0,0,340
Retailer,144,0,14,118
Distributor,109,0,0,209
Wholesaler,270,14,0,506
Retailer,118,0,50,84
Distributor,209,0,0,240
Wholesaler,256,50,0,506
Retailer,84,0,60,69
Distributor,240,0,0,310
Wholesaler,206,60,14,231
Retailer,69,0,17,101
Distributor,240,14,0,226
Wholesaler,146,17,0,129
Retailer,101,0,0,140
Distributor,226,0,0,226
Wholesaler,129,0,0,188
Retailer,140,0,9,124
Distributor,226,0,0,226
Wholesaler,143,9,0,194
Retailer,124,0,12,106
Distributor,226,0,0,226
Wholesaler,134,12,0,227
Retailer,106,0,21,97
Distributor,226,0,0,326
Wholesaler,122,21,20,286
Retailer,97,0,37,86
Distributor,226,20,0,571
Wholesaler,101,37,73,379
Retailer,86,0,63,72
Distributor,206,73,40,843
Wholesaler,64,63,142,276
Retailer,72,0,51,79
Distributor,133,142,233,585
Wholesaler,21,51,108,143
Retailer,79,0,20,111
Distributor,0,117,140,385
Wholesaler,43,20,0,156
Retailer,111,0,0,146
Distributor,0,77,154,23
Wholesaler,156,0,0,196
Retailer,146,0,0,147
Distributor,23,0,0,123
Wholesaler,196,0,0,358
Retailer,147,0,17,115
Distributor,123,0,0,223
Wholesaler,273,17,0,491
Retailer,115,0,47,84
Distributor,223,0,0,323
Wholesaler,256,47,0,354
Retailer,84,0,29,86
Distributor,323,0,0,423
Wholesaler,209,29,0,315
Retailer,86,0,27,103
Distributor,423,0,0,450
Wholesaler,180,27,0,603
Retailer,103,0,90,71
Distributor,450,0,0,1085
Wholesaler,153,90,127,683
Retailer,71,0,124,37
Distributor,450,127,0,1138
Wholesaler,63,124,163,450
Retailer,37,0,29,99
Distributor,323,163,103,925
Wholesaler,0,90,153,37
Retailer,99,0,0,144
Distributor,160,153,246,7
Wholesaler,37,0,0,200
Retailer,144,0,0,210
Distributor,7,0,0,107
Wholesaler,200,0,0,353
Retailer,210,0,0,177
Distributor,107,0,0,207
Wholesaler,353,0,0,353
Retailer,177,0,0,144
Distributor,207,0,0,307
Wholesaler,353,0,0,403
Retailer,144,0,10,117
Distributor,307,0,0,356
Wholesaler,353,10,0,428
Retailer,117,0,17,100
Distributor,356,0,0,356
Wholesaler,343,17,0,476
Retailer,100,0,30,90
Distributor,356,0,0,356
Wholesaler,326,30,0,521
Retailer,90,0,45,81
Distributor,356,0,0,356
Wholesaler,296,45,0,446
Retailer,81,0,39,86
Distributor,356,0,0,356
Wholesaler,251,39,0,217
Retailer,86,0,1,115
Distributor,356,0,0,356
Wholesaler,212,1,0,211
Retailer,115,0,0,132
Distributor,356,0,0,356
Wholesaler,211,0,0,286
Retailer,132,0,15,109
Distributor,356,0,0,356
Wholesaler,211,15,0,371
Retailer,109,0,35,87
Distributor,356,0,0,356
Wholesaler,196,35,0,491
Retailer,87,0,66,68
Distributor,356,0,0,711
Wholesaler,161,66,71,370
Retailer,68,0,55,74
Distributor,356,71,0,860
Wholesaler,95,55,115,130
Retailer,74,0,18,111
Distributor,285,115,45,295
Wholesaler,40,18,25,93
Retailer,111,0,0,150
Distributor,170,25,0,145
Wholesaler,93,0,0,208
Retailer,150,0,0,141
Distributor,145,0,0,190
Wholesaler,208,0,0,328
Retailer,141,0,19,111
Distributor,190,0,0,190
Wholesaler,233,19,0,509
Retailer,111,0,59,76
Distributor,190,0,0,210
Wholesaler,214,59,4,910
Retailer,76,0,151,22
Distributor,190,4,0,1421
Wholesaler,155,151,247,309
Retailer,22,0,61,60
Distributor,186,247,286,845
Wholesaler,4,61,108,265
Retailer,60,0,0,193
Distributor,0,169,100,945
Wholesaler,0,53,20,133
Retailer,193,0,0,175
Distributor,0,189,200,445
Wholesaler,133,0,0,133
Retailer,175,0,0,200
Distributor,0,89,178,11
Wholesaler,133,0,0,233
Retailer,200,0,0,177
Distributor,11,0,0,111
Wholesaler,233,0,0,322
Retailer,177,0,0,151
Distributor,111,0,0,211
Wholesaler,322,0,0,357
Retailer,151,0,7,122
Distributor,211,0,0,311
Wholesaler,322,7,0,545
Retailer,122,0,46,88
Distributor,311,0,0,411
Wholesaler,315,46,0,564
Retailer,88,0,59,68
Distributor,411,0,0,511
Wholesaler,269,59,0,400
Retailer,68,0,38,88
Distributor,511,0,0,575
Wholesaler,210,38,0,487
Retailer,88,0,63,92
Distributor,575,0,0,845
Wholesaler,172,63,54,129
Retailer,92,0,4,113
Distributor,575,54,0,521
Wholesaler,109,4,0,105
Retailer,113,0,0,160
Distributor,100,0,0,100
Wholesaler,100,0,0,290
Retailer,100,0,38,81
Distributor,100,0,0,480
Wholesaler,100,38,76,507
Retailer,81,0,89,46
Distributor,100,76,152,834
Wholesaler,62,89,162,465
Retailer,46,0,66,59
Distributor,24,162,124,1570
Wholesaler,0,93,176,170
Retailer,59,0,17,102
Distributor,0,314,200,1690
Wholesaler,0,34,124,50
Retailer,102,0,0,163
Distributor,0,338,200,1290
Wholesaler,0,10,20,90
Retailer,163,0,0,165
Distributor,0,258,200,790
Wholesaler,90,0,0,190
Retailer,165,0,0,154
Distributor,0,158,200,290
Wholesaler,190,0,0,290
Retailer,154,0,0,138
Distributor,0,58,116,42
Wholesaler,290,0,0,390
Retailer,138,0,0,119
Distributor,42,0,0,142
Wholesaler,390,0,0,543
Retailer,119,0,19,100
Distributor,142,0,0,242
Wholesaler,448,19,0,669
Retailer,100,0,48,76
Distributor,242,0,0,342
Wholesaler,429,48,0,746
Retailer,76,0,73,61
Distributor,342,0,0,442
Wholesaler,381,73,0,523
Retailer,61,0,43,83
Distributor,442,0,0,542
Wholesaler,308,43,0,265
Retailer,83,0,0,133
Distributor,542,0,0,642
Wholesaler,265,0,0,265
Retailer,133,0,0,147
Distributor,642,0,0,734
Wholesaler,265,0,0,265
Retailer,147,0,0,124
Distributor,734,0,0,734
Wholesaler,265,0,0,685
Retailer,124,0,84,70
Distributor,734,0,0,749
Wholesaler,265,84,3,491
Retailer,70,0,62,54
Distributor,734,3,0,946
Wholesaler,181,62,43,119
Retailer,54,0,0,123
Distributor,731,43,0,688
Wholesaler,119,0,0,122
Retailer,123,0,0,170
Distributor,688,0,0,688
Wholesaler,122,0,0,165
Retailer,170,0,0,135
Distributor,688,0,0,688
Wholesaler,165,0,0,310
Retailer,135,0,29,103
Distributor,688,0,0,688
Wholesaler,165,29,0,371
Retailer,103,0,47,78
Distributor,688,0,0,978
Wholesaler,136,47,58,294
Retailer,78,0,41,83
Distributor,688,58,0,1095
Wholesaler,89,41,93,138
Retailer,83,0,18,106
Distributor,630,93,0,687
Wholesaler,48,18,30,88
Retailer,106,0,0,132
Distributor,537,30,0,507
Wholesaler,88,0,0,181
Retailer,132,0,0,128
Distributor,507,0,0,507
Wholesaler,181,0,0,341
Retailer,128,0,26,101
Distributor,507,0,0,507
Wholesaler,211,26,0,340
Retailer,101,0,31,85
Distributor,507,0,0,507
Wholesaler,185,31,0,409
Retailer,85,0,51,80
Distributor,507,0,0,747
Wholesaler,154,51,48,328
Retailer,80,0,45,83
Distributor,507,48,0,894
Wholesaler,103,45,87,148
Retailer,83,0,18,108
Distributor,459,87,0,522
Wholesaler,58,18,30,88
Retailer,108,0,0,133
Distributor,372,30,0,342
Wholesaler,88,0,0,690
Retailer,133,0,103,74
Distributor,342,0,0,847
Wholesaler,175,103,101,572
Retailer,74,0,94,40
Distributor,342,101,0,1171
Wholesaler,102,94,186,53
Retailer,40,0,9,117
Distributor,241,186,231,100
Wholesaler,8,9,9,100
Retailer,117,0,0,187
Distributor,55,9,63,46
Wholesaler,100,0,0,286
Retailer,187,0,0,179
Distributor,46,0,0,146
Wholesaler,286,0,0,295
Retailer,179,0,0,163
Distributor,146,0,0,246
Wholesaler,295,0,0,295
Retailer,163,0,0,137
Distributor,246,0,0,340
Wholesaler,295,0,0,350
Retailer,137,0,11,113
Distributor,340,0,0,340
Wholesaler,295,11,0,569
Retailer,113,0,57,78
Distributor,340,0,0,340
Wholesaler,284,57,0,512
Retailer,78,0,57,66
Distributor,340,0,0,340
Wholesaler,227,57,0,265
Retailer,66,0,19,102
Distributor,340,0,0,340
Wholesaler,170,19,0,176
Retailer,102,0,5,127
Distributor,340,0,0,340
Wholesaler,151,5,0,266
Retailer,127,0,24,111
Distributor,340,0,0,350
Wholesaler,146,24,2,212
Retailer,111,0,18,99
Distributor,340,2,0,408
Wholesaler,122,18,14,149
Retailer,99,0,9,107
Distributor,338,14,0,384
Wholesaler,104,9,12,292
Retailer,107,0,39,93
Distributor,324,12,0,647
Wholesaler,97,39,67,232
Retailer,93,0,32,85
Distributor,312,67,0,645
Wholesaler,72,32,80,252
Retailer,85,0,40,92
Distributor,245,80,15,470
Wholesaler,52,40,61,109
Retailer,92,0,6,109
Distributor,165,61,57,104
Wholesaler,79,6,0,608
Retailer,109,0,91,79
Distributor,104,0,0,459
Wholesaler,153,91,68,438
Retailer,79,0,63,61
Distributor,119,68,60,623
Wholesaler,123,63,103,60
Retailer,61,0,0,132
Distributor,108,103,198,5
Wholesaler,60,0,0,128
Retailer,132,0,0,166
Distributor,5,0,35,65
Wholesaler,128,0,0,231
Retailer,166,0,0,146
Distributor,65,0,0,165
Wholesaler,231,0,0,281
Retailer,146,0,10,118
Distributor,165,0,0,265
Wholesaler,231,10,0,431
Retailer,118,0,42,88
Distributor,265,0,0,298
Wholesaler,221,42,0,429
Retailer,88,0,50,74
Distributor,298,0,0,403
Wholesaler,179,50,21,199
Retailer,74,0,14,101
Distributor,298,21,0,277
Wholesaler,129,14,0,115
Retailer,101,0,0,135
Distributor,277,0,0,277
Wholesaler,115,0,0,136
Retailer,135,0,0,131
Distributor,277,0,0,277
Wholesaler,136,0,0,161
Retailer,131,0,5,113
Distributor,277,0,0,277
Wholesaler,136,5,0,366
Retailer,113,0,47,83
Distributor,277,0,0,592
Wholesaler,131,47,63,424
Retailer,83,0,68,60
Distributor,277,63,0,974
Wholesaler,84,68,152,181
Retailer,60,0,33,87
Distributor,214,152,190,497
Wholesaler,16,33,87,46
Retailer,87,0,0,128
Distributor,62,87,162,125
Wholesaler,46,0,0,198
Retailer,128,0,0,139
Distributor,0,25,50,75
Wholesaler,198,0,0,265
Retailer,139,0,1,119
Distributor,75,0,0,175
Wholesaler,260,1,0,349
Retailer,119,0,13,103
Distributor,175,0,0,275
Wholesaler,284,13,0,601
Retailer,103,0,66,69
Distributor,275,0,0,375
Wholesaler,271,66,0,505
Retailer,69,0,60,61
Distributor,375,0,0,452
Wholesaler,205,60,15,320
Retailer,61,0,35,96
Distributor,377,15,0,487
Wholesaler,145,35,25,140
Retailer,96,0,6,125
Distributor,362,25,0,337
Wholesaler,110,6,0,119
Retailer,125,0,0,138
Distributor,337,0,0,337
Wholesaler,119,0,0,144
Retailer,138,0,0,123
Distributor,337,0,0,337
Wholesaler,144,0,0,379
Retailer,123,0,47,88
Distributor,337,0,0,587
Wholesaler,144,47,50,367
Retailer,88,0,54,67
Distributor,337,50,0,842
Wholesaler,97,54,111,243
Retailer,67,0,40,87
Distributor,287,111,35,611
Wholesaler,43,40,87,108
Retailer,87,0,11,115
Distributor,176,87,98,89
Wholesaler,53,11,0,153
Retailer,115,0,0,134
Distributor,89,0,0,124
Wholesaler,153,0,0,255
Retailer,134,0,3,121
Distributor,124,0,0,222
Wholesaler,240,3,0,312
Retailer,121,0,15,103
Distributor,222,0,0,222
Wholesaler,237,15,0,532
Retailer,103,0,62,72
Distributor,222,0,0,232
Wholesaler,222,62,2,415
Retailer,72,0,51,68
Distributor,222,2,0,430
Wholesaler,160,51,42,159
Retailer,68,0,10,110
Distributor,220,42,0,223
Wholesaler,109,10,9,101
Retailer,110,0,0,138
Distributor,178,9,0,169
Wholesaler,101,0,0,143
Retailer,138,0,0,130
Distributor,169,0,0,169
Wholesaler,143,0,0,192
Retailer,130,0,8,111
Distributor,169,0,0,169
Wholesaler,152,8,0,419
Retailer,111,0,55,78
Distributor,169,0,0,499
Wholesaler,144,55,66,469
Retailer,78,0,76,55
Distributor,169,66,63,918
Wholesaler,89,76,163,223
Retailer,55,0,42,84
Distributor,103,163,203,825
Wholesaler,13,42,105,37
Retailer,84,0,0,145
Distributor,0,165,163,510
Wholesaler,37,0,0,245
Retailer,145,0,21,133
Distributor,0,102,200,10
Wholesaler,140,21,0,182
Retailer,133,0,0,117
Distributor,0,2,4,98
Wholesaler,182,0,0,382
Retailer,117,0,20,109
Distributor,98,0,0,198
Wholesaler,282,20,0,469
Retailer,109,0,41,84
Distributor,198,0,0,298
Wholesaler,264,41,0,483
Retailer,84,0,52,76
Distributor,298,0,0,398
Wholesaler,223,52,0,416
Retailer,76,0,49,84
Distributor,100,0,0,100
Wholesaler,100,0,0,380
Retailer,100,0,56,72
Distributor,100,0,0,660
Wholesaler,100,56,112,504
Retailer,72,0,92,40
Distributor,100,112,200,780
Wholesaler,44,92,144,570
Retailer,40,0,66,65
Distributor,0,156,100,1780
Wholesaler,0,114,200,215
Retailer,65,0,29,90
Distributor,0,356,200,1780
Wholesaler,0,43,100,215
Retailer,90,0,0,168
Distributor,0,356,200,1710
Wholesaler,0,43,86,57
Retailer,168,0,0,150
Distributor,0,342,200,1210
Wholesaler,57,0,0,157
Retailer,150,0,0,160
Distributor,0,242,200,710
Wholesaler,157,0,0,257
Retailer,160,0,0,130
Distributor,0,142,200,210
Wholesaler,257,0,0,527
Retailer,130,0,34,98
Distributor,0,42,84,58
Wholesaler,357,34,0,713
Retailer,98,0,58,70
Distributor,58,0,0,158
Wholesaler,423,58,0,1027
Retailer,70,0,124,40
Distributor,158,0,0,258
Wholesaler,407,124,0,443
Retailer,40,0,32,83
Distributor,258,0,0,358
Wholesaler,283,32,0,251
Retailer,83,0,0,178
Distributor,358,0,0,458
Wholesaler,251,0,0,251
Retailer,178,0,0,194
Distributor,458,0,0,558
Wholesaler,251,0,0,251
Retailer,194,0,0,169
Distributor,558,0,0,658
Wholesaler,251,0,0,251
Retailer,169,0,0,147
Distributor,658,0,0,758
Wholesaler,251,0,0,251
Retailer,147,0,0,130
Distributor,758,0,0,842
Wholesaler,251,0,0,291
Retailer,130,0,8,111
Distributor,842,0,0,842
Wholesaler,251,8,0,498
Retailer,111,0,51,80
Distributor,842,0,0,842
Wholesaler,243,51,0,532
Retailer,80,0,68,60
Distributor,842,0,0,1062
Wholesaler,192,68,44,379
Retailer,60,0,51,80
Distributor,842,44,0,1188
Wholesaler,124,51,78,173
Retailer,80,0,20,114
Distributor,798,78,0,835
Wholesaler,73,20,23,97
Retailer,114,0,0,137
Distributor,720,23,0,697
Wholesaler,97,0,0,200
Retailer,137,0,5,126
Distributor,697,0,0,697
Wholesaler,175,5,0,373
Retailer,126,0,36,95
Distributor,697,0,0,697
Wholesaler,193,36,0,427
Retailer,95,0,54,73
Distributor,697,0,0,952
Wholesaler,157,54,51,298
Retailer,73,0,39,85
Distributor,697,51,0,1021
Wholesaler,103,39,75,129
Retailer,85,0,13,113
Distributor,646,75,0,626
Wholesaler,64,13,11,102
Retailer,113,0,0,131
Distributor,571,11,0,560
Wholesaler,102,0,0,177
Retailer,131,0,0,122
Distributor,560,0,0,560
Wholesaler,177,0,0,228
Retailer,122,0,8,107
Distributor,560,0,0,560
Wholesaler,188,8,0,415
Retailer,107,0,47,80
